fold,epoch,phase,train_loss,val_loss,iou,dice,precision,recall
3,1,decoder_warmup,0.20782167293497775,0.16762258332857138,0.734710626205151,0.8470699551917801,0.8328848882706035,0.8617465725403811
3,2,decoder_warmup,0.16298614183817406,0.15614084404889153,0.7533119409207241,0.8593016716981169,0.8344072201723923,0.8857272509361387
3,3,decoder_warmup,0.14608595687590661,0.14734842003563087,0.7668561711696699,0.868045949277248,0.873991144531012,0.8621810901682874
3,4,full_finetune,0.15900470416361842,0.14849973878290457,0.7640051505952417,0.8662164623923434,0.8517211097029408,0.8812137472017986
3,5,full_finetune,0.1433544764183258,0.14195678157805094,0.7751365141997631,0.8733260884436226,0.8714447876245597,0.8752155296522616
3,6,full_finetune,0.13535802847822834,0.13780297685056664,0.7790955117437178,0.8758332608912208,0.8698145416489081,0.8819358540777646
3,7,full_finetune,0.12935388912879378,0.13619012947653839,0.7821451821723491,0.8777569751292111,0.8798545255316523,0.8756694019529955
3,8,full_finetune,0.1237539708553279,0.13968795543642284,0.7795127864279182,0.8760968646847017,0.8829530531361148,0.8693463333064776
3,9,full_finetune,0.11980817666674247,0.13542539906163403,0.7840658449908062,0.8789651426736963,0.8916406302080402,0.8666449910248487
3,10,full_finetune,0.1148367329251245,0.1362481670470412,0.784947988428317,0.879519172006216,0.879971699655204,0.8790671095449561
3,11,full_finetune,0.11201632324341543,0.13471038379263148,0.7859602321360588,0.8801542363527638,0.8763790132048453,0.883962125665966
3,12,full_finetune,0.10852041392704177,0.13276402443224425,0.7878952255954357,0.8813662168967841,0.8779641523325301,0.8847947496637218
3,13,full_finetune,0.10592392339203201,0.13486952576216912,0.7879631061102867,0.881408686138385,0.888333866435195,0.8745906438198359
3,14,full_finetune,0.10519946939184692,0.1345186026230064,0.7869901614687853,0.8807996579252932,0.8880641158391344,0.8736530837701727
3,15,full_finetune,0.10401475787407062,0.13394533741129278,0.7881175932375495,0.8815053285288591,0.8883581388909162,0.8747574342424991
