fold,epoch,phase,train_loss,val_loss,iou,dice,precision,recall
1,1,decoder_warmup,0.2111045724503655,0.15934727453183398,0.747512307591921,0.8555159289515917,0.8517948427262577,0.8592696691355943
1,2,decoder_warmup,0.16524738135233602,0.14918749332102627,0.763513010610714,0.8659000597294209,0.8500321891138273,0.8823716227166242
1,3,decoder_warmup,0.1490604614869493,0.14227295630330863,0.7753043193429332,0.8734325838061217,0.8721643378211166,0.8747045235679013
1,4,full_finetune,0.16173299124535642,0.14113624138537972,0.7760298388330215,0.8738927937640153,0.8620154889247569,0.8861019749332292
1,5,full_finetune,0.14571186147141652,0.13695497150374292,0.7822618342408457,0.8778304278440099,0.8798143145957287,0.8758554678663254
1,6,full_finetune,0.13924898320371337,0.13426554187985879,0.7872842725188567,0.8809838307471041,0.8959832392418164,0.8664783553821834
1,7,full_finetune,0.1314608999370226,0.1312089921971661,0.789747175568676,0.8825237288811376,0.8674134962058019,0.8981697312555287
1,8,full_finetune,0.1265811427084149,0.13106566098189248,0.7917492627565627,0.8837723884852903,0.8861897862818959,0.8813681434342661
1,9,full_finetune,0.12159113010055707,0.1317647707335423,0.7915867948642565,0.8836711647277271,0.891346640508868,0.8761267489670225
1,10,full_finetune,0.11789404191076755,0.12743865589582765,0.7976635434186591,0.887444757211601,0.8831469553145451,0.8917845938562002
1,11,full_finetune,0.11425036035396688,0.1275007122696487,0.7982913521664428,0.8878331658601627,0.883936923280538,0.8917639084500077
1,12,full_finetune,0.11136416774548467,0.12671099544612602,0.8006690201863339,0.8893017108757504,0.890303324928952,0.8883023479728961
1,13,full_finetune,0.10880270331202309,0.12912066678585704,0.7991961772377268,0.8883924803183144,0.8958462740054679,0.8810617001065669
1,14,full_finetune,0.10725823201727672,0.12709520027187843,0.7989443476693988,0.8882368692555296,0.8816168902921367,0.8949570179930287
1,15,full_finetune,0.1069491400072972,0.12673163283453628,0.7998720525338656,0.8888099033570783,0.8895448930136033,0.888076127273511
