fold,epoch,phase,train_loss,val_loss,iou,dice,precision,recall
0,1,decoder_warmup,0.21952596229037952,0.1589725984252306,0.7524574788053501,0.8587454907246026,0.8762904089131606,0.8418893440466567
0,2,decoder_warmup,0.1636193893157719,0.1499479208060227,0.76251155717738,0.8652556677682431,0.8580203173085759,0.872614081747634
0,3,decoder_warmup,0.14879121387713268,0.14068779353393998,0.7764450092212589,0.874155974646949,0.8690732658141327,0.8792984848951174
0,4,full_finetune,0.16080679606666656,0.14036031561907722,0.776333260839489,0.8740851482706534,0.8538799954813934,0.8952696953712951
0,5,full_finetune,0.14608156672714512,0.1342989243973681,0.7861806082781351,0.880292401154223,0.8790927514034992,0.8814953295718408
0,6,full_finetune,0.1379234424970352,0.13415580737408592,0.7857805522975064,0.8800415608587022,0.8536464261936421,0.9081210764153274
0,7,full_finetune,0.13170378829042118,0.12974895135902162,0.7919308218223348,0.8838854850623833,0.8750271524858994,0.8929250064654146
0,8,full_finetune,0.1258371587455924,0.12880554456084836,0.7944879464729712,0.8854759353881655,0.8819577429441959,0.8890223088903895
0,9,full_finetune,0.12173415734305408,0.12656654870568665,0.7985241690856542,0.8879771345987675,0.8898483078331895,0.8861138142583274
0,10,full_finetune,0.11692422023195713,0.12575498824394166,0.799633573382148,0.8886626535638071,0.8893480504299335,0.8879783123183779
0,11,full_finetune,0.11439597686457503,0.12518897577388188,0.8014405163663688,0.8897773854703015,0.8872155443080715,0.8923540641449212
0,12,full_finetune,0.11060214042663574,0.12738842772132836,0.7983168920101489,0.8878489609445803,0.9048330132719863,0.8714907552069693
0,13,full_finetune,0.10861366148936293,0.12593859418673548,0.8020104385964495,0.8901285158160567,0.8847309889622276,0.895592304895522
0,14,full_finetune,0.10729865635149792,0.12633739064110028,0.8007254190191211,0.8893364980156573,0.8943371801492893,0.8843914275110923
0,15,full_finetune,0.10620294573406379,0.1256740847683825,0.8017716784570399,0.8899814422032017,0.8893265722312463,0.8906372773340095
